timestamp,timestamp_sample,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
260645593,260596889,28803,0.00017913473,0.010427194,0.005513285,0,0.004889407,0.0034131056,0.0017822364,nan,0.01323772,0.00044820338,0.0,0.0,0.0,0.437093,2490378,2490378,0,0,0,0,831,2,1,4,3,1,0,0,0,0,0,0,0
260843758,260787533,28803,2.9773457e-05,0.0051502106,0.0032274,0,0.0056157853,0.0039147334,0.0024208883,nan,0.0067759557,0.009946706,0.0,0.0,0.0,0.437093,2490378,2490378,0,0,0,0,831,2,1,4,3,1,0,0,0,0,0,0,0
261045942,260984566,28803,0.000119744815,0.0055786143,0.0018623498,0,0.005215315,0.0036413781,0.0024595277,nan,0.02017577,0.011240839,0.0,0.0,0.0,0.437093,2490378,2490378,0,0,0,0,831,2,1,4,3,1,0,0,0,0,0,0,0
261246955,261204417,28803,0.00031064512,0.011118175,0.0040143565,0,0.0050296644,0.0035100272,0.003311398,nan,0.031170828,0.01853637,0.0,0.0,0.0,0.437093,2490378,2490378,0,0,0,0,831,2,1,4,3,1,0,0,0,0,0,0,0
261444875,261392597,28803,0.00010978335,0.010777677,0.0052287993,0,0.005592,0.003898009,0.0025385974,nan,0.017362619,0.011901049,0.0,0.0,0.0,0.437093,2490378,2490378,0,0,0,0,831,2,1,4,3,1,0,0,0,0,0,0,0
261642290,261593521,28803,0.00019888298,0.010955478,0.0055638063,0,0.005223065,0.0036504753,0.005031532,nan,0.026249666,0.016804973,0.0,0.0,0.0,0.437093,2490378,2490378,0,0,0,0,831,2,1,4,3,1,0,0,0,0,0,0,0
261835551,261798150,28803,6.9073525e-05,0.010408366,0.005032762,0,0.004741472,0.0033122625,0.00790542,nan,0.011791669,0.026237106,0.0,0.0,0.0,0.437093,2490378,2490378,0,0,0,0,831,2,1,4,3,1,0,0,0,0,0,0,0
262036252,261983846,28803,0.00073380163,0.013742523,0.0032436326,0,0.004944814,0.003425317,0.0023362006,nan,0.08888804,0.004442956,0.0,0.0,0.0,0.437093,2490378,2490378,0,0,0,0,831,2,1,4,3,1,0,0,0,0,0,0,0
262237124,262192264,28803,0.0007228266,0.014751243,0.0043106778,0,0.0050435816,0.0034754826,0.002356119,nan,0.094367,0.0139957275,0.0,0.0,0.0,0.437093,2490378,2490378,0,0,0,0,831,2,1,4,3,1,0,0,0,0,0,0,0
262443357,262395742,28803,0.00014035693,0.020804642,0.0073608123,0,0.0052038874,0.0036122955,0.010118432,nan,0.09791098,0.022934511,0.0,0.0,0.0,0.437093,2490378,2490378,0,0,0,0,831,2,1,4,3,1,0,0,0,0,0,0,0
