timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],reset_integral,fw_control_yaw_wheel
125026880,0.0,0.6628319,-0.008512645,-0.0013313305,0.7487186,0.0,0.0,-0.50411826,0,0
125076550,0.0,0.66282564,-0.009077008,-0.0002663981,0.74871874,0.0,0.0,-0.5031588,0,0
125117276,0.0,0.6628208,-0.009439779,-0.0004222814,0.74871844,0.0,0.0,-0.502587,0,0
125166751,0.0,0.6628199,-0.009463386,-0.0011581965,0.74871814,0.0,0.0,-0.50100094,0,0
125216224,0.0,0.66282755,-0.008914406,-0.00050454953,0.7487189,0.0,0.0,-0.5011623,0,0
125264646,0.0,0.66285557,-0.0067159217,0.004423511,0.74870414,0.0,0.0,-0.5012256,0,0
125318664,0.0,0.66285557,-0.0067181136,0.004440362,0.7487041,0.0,0.0,-0.5021661,0,0
125368374,0.0,0.6628451,-0.0077547776,0.004096735,0.7487053,0.0,0.0,-0.5023745,0,0
125425524,0.0,0.6628202,-0.009550119,0.0005898905,0.7487175,0.0,0.0,-0.5032253,0,0
125458646,0.0,0.66284436,-0.007751526,0.0033109765,0.7487098,0.0,0.0,-0.50257695,0,0
125526317,0.0,0.6628516,-0.006937605,0.002231003,0.7487154,0.0,0.0,-0.5023521,0,0
125575960,0.0,0.662845,-0.007610721,0.0024500825,0.74871397,0.0,0.0,-0.5018456,0,0
125614954,0.0,0.66279894,-0.011054612,0.000999189,0.7487152,0.0,0.0,-0.5026973,0,0
125678052,0.0,0.6628394,-0.007819221,-0.0022802954,0.74871725,0.0,0.0,-0.50345266,0,0
125727862,0.0,0.66283655,-0.008140758,-0.0009500045,0.74871933,0.0,0.0,-0.50278956,0,0
125763972,0.0,0.6628265,-0.0091393385,0.0015659427,0.74871564,0.0,0.0,-0.5038126,0,0
125816723,0.0,0.66282403,-0.009261641,0.00064058637,0.7487178,0.0,0.0,-0.5025956,0,0
125866061,0.0,0.66284794,-0.007409595,0.0034170602,0.74870956,0.0,0.0,-0.5034739,0,0
125915919,0.0,0.66283655,-0.008413208,0.0029038826,0.7487112,0.0,0.0,-0.50291574,0,0
125974520,0.0,0.6628329,-0.008497843,-0.00016580561,0.74871916,0.0,0.0,-0.5029302,0,0
126024032,0.0,0.6628166,-0.009787677,0.00012589929,0.74871784,0.0,0.0,-0.5036868,0,0
126073839,0.0,0.66283673,-0.008342314,0.0021891573,0.7487143,0.0,0.0,-0.5037559,0,0
126123297,0.0,0.66285133,-0.007015933,0.0028541503,0.7487127,0.0,0.0,-0.502625,0,0
126173153,0.0,0.6628231,-0.009245333,-0.0007891212,0.74871856,0.0,0.0,-0.50269216,0,0
126222617,0.0,0.66282034,-0.009367893,-0.002331192,0.7487162,0.0,0.0,-0.50294256,0,0
126270743,0.0,0.6628026,-0.010744668,-7.940871e-05,0.7487171,0.0,0.0,-0.50126606,0,0
126326485,0.0,0.66285276,-0.006996936,0.004219017,0.7487052,0.0,0.0,-0.50241685,0,0
126375992,0.0,0.66284055,-0.007889646,0.00063085055,0.74871874,0.0,0.0,-0.50261855,0,0
126421362,0.0,0.662824,-0.009483431,0.003370851,0.74870765,0.0,0.0,-0.5010888,0,0
126464979,0.0,0.66282856,-0.008971697,0.0015647779,0.7487157,0.0,0.0,-0.5018466,0,0
126514531,0.0,0.6628271,-0.009214016,0.0030750756,0.74870956,0.0,0.0,-0.5019315,0,0
126577617,0.0,0.66282654,-0.00922731,0.0027353899,0.7487111,0.0,0.0,-0.50260895,0,0
126616709,0.0,0.6628104,-0.010398135,0.0025020207,0.748711,0.0,0.0,-0.50319535,0,0
126665018,0.0,0.66281295,-0.009976527,-0.0010399806,0.7487179,0.0,0.0,-0.5024859,0,0
126728014,0.0,0.6628093,-0.010321353,0.00047075356,0.748717,0.0,0.0,-0.5032614,0,0
126777888,0.0,0.662832,-0.008647512,0.00094268844,0.74871767,0.0,0.0,-0.5023171,0,0
126815421,0.0,0.662819,-0.009768301,0.002343278,0.7487122,0.0,0.0,-0.502048,0,0
126875668,0.0,0.6628158,-0.0097042,-0.002218393,0.7487163,0.0,0.0,-0.50283,0,0
126925062,0.0,0.66283256,-0.008497943,-0.0006656079,0.74871916,0.0,0.0,-0.5036494,0,0
126976194,0.0,0.66280013,-0.010982698,0.001073603,0.7487151,0.0,0.0,-0.5017977,0,0
127024570,0.0,0.66282815,-0.009140342,0.0032373595,0.74870884,0.0,0.0,-0.50189483,0,0
127069720,0.0,0.66283286,-0.008522911,0.0001343192,0.74871886,0.0,0.0,-0.5024521,0,0
127119154,0.0,0.6628222,-0.009353032,-0.00014284883,0.74871844,0.0,0.0,-0.5024665,0,0
127168898,0.0,0.662845,-0.0075533083,0.0017659065,0.7487165,0.0,0.0,-0.50472903,0,0
127218537,0.0,0.6628551,-0.0065188007,0.001744476,0.7487174,0.0,0.0,-0.5035199,0,0
