timestamp,armed_time,takeoff_time,nav_state_timestamp,valid_nav_states_mask,can_set_nav_states_mask,failure_detector_status,arming_state,latest_arming_reason,latest_disarming_reason,nav_state_user_intention,nav_state,executor_in_charge,hil_state,vehicle_type,failsafe,failsafe_and_user_took_over,failsafe_defer_state,gcs_connection_lost,gcs_connection_lost_counter,high_latency_data_link_lost,is_vtol,is_vtol_tailsitter,in_transition_mode,in_transition_to_fw,system_type,system_id,component_id,safety_button_available,safety_off,power_input_valid,usb_connected,open_drone_id_system_present,open_drone_id_system_healthy,parachute_system_present,parachute_system_healthy,rc_calibration_in_progress,calibration_enabled,pre_flight_checks_pass
1029225178,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1029731191,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1030237072,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1030744090,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1031251579,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1031758278,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1032264070,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1032771072,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1033279091,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1033785468,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1034292071,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1034798101,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1035304245,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1035810388,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1036316088,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1036825070,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1037331943,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1037837253,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1038343202,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1038849070,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1039355071,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1039862098,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1040369285,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1040875072,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1041381070,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1041889068,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1042395222,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1042901071,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1043407071,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1043913071,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1044420079,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1044926072,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1045432084,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1045938252,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1046445071,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1046952072,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1047458270,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1047964072,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1048470206,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1048977081,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1049483071,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1049989554,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1050495187,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1051002071,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1051508469,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1052014071,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1052521206,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1053028278,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1053534070,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1054040072,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1054546146,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
1055053090,986560321,992142153,1018085117,2147411071,16696447,0,2,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1
